id_paciente,nombre,telefono,email,doctor_preferido
41829034,Valentina Mosquera Olaya,573276053830,valentinamosqueraolaya@hotmail.com,1149322864
1151110827,Lorena Guzmán Ramírez,+576018536270,lorenaguzmánramírez@gmail.com,
8761922,Eduardo Hernando Rojas Barbosa,57 305 284 85 76,eduardohernandorojasbarbosa@hotmail.com,86065508
41750623,Magda Eugenia Benítez,1447076,magdaeugeniabenítez@yahoo.com,1149322864
1208588920,Jhon Torres Jiménez,6098278701,jhontorresjiménez@gmail.com,
96001149,José López,263 14 23,josélópez@gmail.com,1096701454
47741774,Jimena Cecilia Fonseca,57 603 471 18 18,jimenaceciliafonseca@gmail.com,
1251617,Víctor Guerra Fernández,(+57)3286932062,víctorguerrafernández@yahoo.com,
1031918636,Lorena Hernández Trujillo,(+57)3245863259,lorenahernándeztrujillo@hotmail.com,
8619674,Edgar Salazar Correa,57 300 014 43 57,edgarsalazarcorrea@gmail.com,
5933327,Víctor Leonardo Prieto,304 098 93 26,víctorleonardoprieto@yahoo.com,
1238583722,Alirio Chávez Muñoz,(+57)3093989193,aliriochávezmuñoz@gmail.com,
1029197386,Yaneth Fernanda Ramírez,573137742137,yanethfernandaramírez@yahoo.com,
1279133756,María Laura Agudelo,573053708254,maríalauraagudelo@hotmail.com,
1120150922,Antonio Andrés Betancur Medina,+57 303 855 62 21,antonioandrésbetancurmedina@hotmail.com,
1004756653,Johana Pérez,(+57)6086713919,johanapérez@gmail.com,
1124823002,Enrique López,320 390 73 16,enriquelópez@yahoo.com,
1208853664,Maritza Cecilia Morales,609 137 58 18,maritzaceciliamorales@yahoo.com,
1136625801,Liliana Vargas Rodríguez,57 306 477 28 81,lilianavargasrodríguez@yahoo.com,
5007794,Diego Pablo Ramos,+57 323 193 31 24,diegopabloramos@gmail.com,
1093096287,Jairo Espitia,573225984139,jairoespitia@gmail.com,
1182210540,Marcela Antonia Acosta Moreno,324 152 46 05,marcelaantoniaacostamoreno@gmail.com,1005609955
4431977,Cristina Dora Álvarez Peña,+57 607 249 19 53,cristinadoraálvarezpeña@yahoo.com,
1262366737,Luis Montenegro,603 519 56 49,luismontenegro@gmail.com,
1137545364,José Rodríguez Hurtado,(+57) 323 189 51 18,josérodríguezhurtado@hotmail.com,
6691436,Arley Pacheco Yepes,576049313371,arleypachecoyepes@yahoo.com,1101079204
1010774033,María Dora Melo Herrera,3131153261,maríadorameloherrera@gmail.com,
4888997,Emilce Arango,607 249 69 41,emilcearango@hotmail.com,
1096464527,Eliecer Camilo Beltrán,573033973832,eliecercamilobeltrán@hotmail.com,
1162798464,Claudia Rodríguez,305 924 32 10,claudiarodríguez@yahoo.com,
42615988,Ricardo Gómez Durán,+57 604 907 37 93,ricardogómezdurán@hotmail.com,
1064125881,María Angélica Rodríguez,57 603 631 49 76,maríaangélicarodríguez@yahoo.com,
1101017397,Eduardo Osorio,323 517 03 95,eduardoosorio@yahoo.com,
1198589513,Rosalba Martha Gil Rojas,3063717220,rosalbamarthagilrojas@gmail.com,
1149313602,Maicol Rodolfo Montoya,6082182714,maicolrodolfomontoya@gmail.com,
1135241044,Cristina Kelly Gómez Soto,018008351137,cristinakellygómezsoto@hotmail.com,
1122737804,Leidy Palacios Calderón,3241597802,leidypalacioscalderón@yahoo.com,
1023940881,Valentina Serrano,301 343 82 27,valentinaserrano@hotmail.com,
1142720445,Blanca Rosa Muñoz Barreto,(+57)3126192921,blancarosamuñozbarreto@hotmail.com,
1023856189,Catherine Castillo Velasco,(+57) 305 078 07 81,catherinecastillovelasco@hotmail.com,
1381113,Judith María Castro Castro,+57 321 094 92 99,judithmaríacastrocastro@yahoo.com,1166453049
1074242236,Hernán Herrera,+57 316 631 28 69,hernánherrera@gmail.com,
5154325,Jesús Suárez,(+57)3093728577,jesússuárez@yahoo.com,
1284872931,Yeison Mario Guzmán Gutiérrez,311 443 24 12,yeisonmarioguzmángutiérrez@hotmail.com,
1044525514,Rosa Rincón Triana,(+57) 301 397 55 10,rosarincóntriana@hotmail.com,
6073686,Luisa Estela Aguilar,325 419 46 91,luisaestelaaguilar@hotmail.com,
1103031994,Jairo Iván Herrera,(+57) 328 927 21 74,jairoivánherrera@yahoo.com,9301413
7524434,Rocío Niño Rodríguez,573258325338,rocíoniñorodríguez@yahoo.com,
79692356,Andrea Luz Cerón González,573016613899,andrealuzceróngonzález@hotmail.com,
1251083828,Cristian Víctor Rojas,573131471426,cristianvíctorrojas@yahoo.com,
1090518905,Felipe Marín,+57 329 478 17 37,felipemarín@gmail.com,
1015090987,Andrea Figueroa,573171576167,andreafigueroa@gmail.com,
1222898308,José Willian Beltrán Mendoza,(+57) 606 848 55 17,joséwillianbeltránmendoza@hotmail.com,
1109639222,Edgar Juan Sánchez,315 836 73 99,edgarjuansánchez@yahoo.com,
1266741859,Margoth Ochoa Rodríguez,3145312894,margothochoarodríguez@gmail.com,
1142987749,Marcela Jaramillo Mora,318 665 53 19,marcelajaramillomora@yahoo.com,
79011637,Liliana Miryam Vásquez,107 64 41,lilianamiryamvásquez@yahoo.com,
1111466732,Mayerly Ruth Alzate,3145267362,mayerlyruthalzate@hotmail.com,
1147476333,Rocío Jenny Castañeda Guzmán,324 591 29 62,rocíojennycastañedaguzmán@hotmail.com,
45716596,Jhon Gómez,606 911 38 93,jhongómez@gmail.com,
1064825661,Luz Erika Fernández,573283342609,luzerikafernández@gmail.com,
1150245304,Sandra Rincón,328 041 97 79,sandrarincón@gmail.com,
1114138935,Andrés José Ortega Pabón,+573270678979,andrésjoséortegapabón@yahoo.com,
91186669,Adriana Carvajal Sanabria,570 28 43,adrianacarvajalsanabria@yahoo.com,1047321069
1153314029,José Fernando Ochoa Martínez,(+57) 327 100 38 73,joséfernandoochoamartínez@gmail.com,
1082417671,Lina Vanessa Gómez Arboleda,(+57) 305 187 21 05,linavanessagómezarboleda@yahoo.com,
2538358,Alicia Rivera,+573138775874,aliciarivera@hotmail.com,
1067532388,Héctor Omar Delgado,(+57)3103985346,héctoromardelgado@yahoo.com,
1189205604,Liseth Navarro,+573052384581,lisethnavarro@hotmail.com,
1073783105,Leidy Dolly Romero,57 311 579 52 75,leidydollyromero@gmail.com,
1006305030,Andrey Gonzalo López Cardona,573257785363,andreygonzalolópezcardona@yahoo.com,
8300015,Saúl Martínez,303 000 58 97,saúlmartínez@gmail.com,
1093247036,Patricia Johana Herrera Hurtado,573135018212,patriciajohanaherrerahurtado@yahoo.com,
1233299294,Horacio Sandoval,478 30 77,horaciosandoval@gmail.com,1286919251
1171402574,Flor Díaz Hoyos,(+57) 609 263 20 06,flordíazhoyos@yahoo.com,
59243577,Herney Ricardo Suárez,318 209 91 23,herneyricardosuárez@gmail.com,
5873088,Andrea Orjuela Guerra,+573085276645,andreaorjuelaguerra@hotmail.com,
1055470971,Esther Patricia Rueda,6072665944,estherpatriciarueda@hotmail.com,
68505705,Gabriel Alirio Cano García,018006118115,gabrielaliriocanogarcía@yahoo.com,
1107037342,Lucía Jaramillo,6021838255,lucíajaramillo@yahoo.com,
3265456,Eduard Castro Galindo,+573182246574,eduardcastrogalindo@yahoo.com,
4201686,David William Becerra Martínez,573041488738,davidwilliambecerramartínez@gmail.com,
1013920290,María Ana Vargas Castillo,(+57)3016948914,maríaanavargascastillo@yahoo.com,4338529
1174420841,Carmen Patricia Gutiérrez Castillo,+573126441390,carmenpatriciagutiérrezcastillo@hotmail.com,
51762530,María María Ramírez Espinosa,(+57)3008499607,maríamaríaramírezespinosa@hotmail.com,
1027270104,Rosa Mora Franco,+57 319 590 29 09,rosamorafranco@hotmail.com,
9241697,Andrea Muñoz,57 606 544 14 61,andreamuñoz@gmail.com,
1158850579,Alix Vélez Serrano,+57 606 810 21 35,alixvélezserrano@yahoo.com,
1115604490,Maritza Barreto,573037237809,maritzabarreto@hotmail.com,
1055425035,Cecilia Ríos Torres,57 303 094 06 28,ceciliaríostorres@hotmail.com,
1084629188,Liliana Carrillo Murillo,5936086,lilianacarrillomurillo@gmail.com,
2181848,Manuel Elvis Franco,3046648966,manuelelvisfranco@yahoo.com,
1268841156,Antonio Alfonso Rivera Cifuentes,573011716063,antonioalfonsoriveracifuentes@gmail.com,
1226012963,Joan David Gómez Martínez,01 8005 416 362,joandavidgómezmartínez@gmail.com,
7157697,Daniela Cantillo,018008150332,danielacantillo@hotmail.com,
46705590,Blanca Cruz Agudelo,57 321 300 95 95,blancacruzagudelo@yahoo.com,1079204548
1110133976,Flor Arboleda,+573250647408,florarboleda@gmail.com,
1236340451,Elías William Rojas,573000924919,elíaswilliamrojas@gmail.com,
1080557614,Mario José Martínez Leal,2044197,mariojosémartínezleal@gmail.com,
1283133569,Danilo Meneses Rosero,5658352,danilomenesesrosero@gmail.com,
90201003,Esteban Juan Miranda,(+57)6091992386,estebanjuanmiranda@yahoo.com,1146024154
1050219565,René Londoño Velásquez,2433503,renélondoñovelásquez@hotmail.com,
1267294,Catalina Astrid Ardila,193 79 56,catalinaastridardila@hotmail.com,
1003787204,Luis Edwin Vega,323 616 79 13,luisedwinvega@yahoo.com,
52120076,Wilmer Víctor Rojas,573267235952,wilmervíctorrojas@gmail.com,
1233152173,Camilo Ruiz Hernández,+57 320 226 45 65,camiloruizhernández@yahoo.com,
1278504903,John Delgado,57 606 274 03 97,johndelgado@hotmail.com,
1295097406,Carolina Melba Pérez,304 987 72 84,carolinamelbapérez@hotmail.com,
1138018029,Nubia Gladys Giraldo Castro,606 157 33 98,nubiagladysgiraldocastro@yahoo.com,
7422636,Janeth Mary Rodríguez,(+57)3136231087,janethmaryrodríguez@hotmail.com,
1203973845,Edith Rodríguez Díaz,(+57) 305 604 65 30,edithrodríguezdíaz@yahoo.com,
4265602,Paula Ana Fernández,129 02 18,paulaanafernández@gmail.com,1208735993
1093274684,Mónica Leidy Torres Daza,(+57)6099444771,mónicaleidytorresdaza@gmail.com,
1024231924,Alonso Carlos Meza Moreno,57 325 083 37 22,alonsocarlosmezamoreno@gmail.com,
1112059856,Jaime Santiago Sepúlveda,57 325 516 40 77,jaimesantiagosepúlveda@hotmail.com,
1147332294,Lady Valencia Jaimes,306 567 34 84,ladyvalenciajaimes@gmail.com,
1018010554,Daniel Julio González,+576072587333,danieljuliogonzález@yahoo.com,
13103427,Eugenia Ana Calderón Forero,57 310 030 68 89,eugeniaanacalderónforero@yahoo.com,
1166699053,Daniel García,(+57)3131836368,danielgarcía@hotmail.com,10555147
1194655020,José Domínguez,+57 303 583 43 52,josédomínguez@yahoo.com,
7301763,Nidia Villamizar,312 075 21 99,nidiavillamizar@hotmail.com,
1089350390,Fernando Carlos Alzate,306 906 10 93,fernandocarlosalzate@yahoo.com,
28345917,Alfonso Sergio Díaz Castro,(+57)6042064336,alfonsosergiodíazcastro@hotmail.com,
1082819289,Liseth Patricia Vargas Núñez,(+57)3159344443,lisethpatriciavargasnúñez@gmail.com,
1251709751,Yamile García,57 606 324 93 98,yamilegarcía@yahoo.com,
1269321074,David José Meneses Camacho,+573073287059,davidjosémenesescamacho@yahoo.com,
8877862,Diego Castellanos,882 70 69,diegocastellanos@yahoo.com,
4226493,Yazmín Yolanda Montoya Sánchez,573012925587,yazmínyolandamontoyasánchez@gmail.com,
2310705,María Morales,(+57) 314 828 30 51,maríamorales@yahoo.com,
69198653,José Quintero Hernández,573092962889,joséquinterohernández@gmail.com,
87831090,Leonardo Ramos Osorio,608 562 03 16,leonardoramososorio@hotmail.com,
3531873,Hernán Yecid Córdoba Gallego,3099385881,hernányecidcórdobagallego@hotmail.com,1138608970
1067731,Javier César Martínez Rodríguez,(+57) 312 484 84 93,javiercésarmartínezrodríguez@yahoo.com,
1046518530,Amparo Inés Peña Ortiz,57 607 999 36 19,amparoinéspeñaortiz@hotmail.com,
1060895266,Patricia Ana Jaramillo,576073419843,patriciaanajaramillo@hotmail.com,
1057495753,Octavio Carlos Hernández,4485887,octaviocarloshernández@hotmail.com,
1225097005,Santiago González Montoya,+57 303 140 47 02,santiagogonzálezmontoya@gmail.com,19842201
1045604235,María Forero,(+57) 322 821 52 10,maríaforero@gmail.com,
1145474492,Eduardo Hernando Pabón Castro,7831162,eduardohernandopabóncastro@yahoo.com,
7422736,Óscar Alberto Polo Alarcón,(+57) 313 398 29 02,óscaralbertopoloalarcón@hotmail.com,
1030398305,José Villamil Vanegas,+57 602 416 69 97,josévillamilvanegas@yahoo.com,
1156717110,Karol María Bolaños González,018009648300,karolmaríabolañosgonzález@yahoo.com,
4201682,Francisco Javier Rodríguez,300 918 73 86,franciscojavierrodríguez@gmail.com,
7130210,Vanessa Ángela Osorio Durán,+573143963211,vanessaángelaosoriodurán@hotmail.com,
1030429929,María Alba González Mercado,6677697,maríaalbagonzálezmercado@yahoo.com,
1092741427,Elvia María Álvarez,573027868476,elviamaríaálvarez@hotmail.com,
1249100250,Iván Jesús Rincón Jiménez,(+57) 607 476 90 59,ivánjesúsrincónjiménez@hotmail.com,
15598209,Camila Gilma Guzmán,171 87 16,camilagilmaguzmán@hotmail.com,1088240175
7439629,Wilfrido Carrillo,573287956367,wilfridocarrillo@gmail.com,
3054711,Leonardo Restrepo Sarmiento,57 300 509 03 74,leonardorestreposarmiento@gmail.com,
1107637316,Ángela Milena Osorio,01 8004 050 980,ángelamilenaosorio@gmail.com,
1021896831,Jaider Flórez Pineda,+573290236235,jaiderflórezpineda@gmail.com,
4621030,Juana Liliana Bedoya Murcia,01 8000 826 351,juanalilianabedoyamurcia@gmail.com,
1164038548,Héctor Galeano,018005204994,héctorgaleano@yahoo.com,
1010825,Andrea Castillo Escobar,3176483011,andreacastilloescobar@gmail.com,
1085450286,Juliana Rodríguez Rojas,+57 606 236 75 41,julianarodríguezrojas@yahoo.com,
1166155366,Carlos Robert Arias Ortega,573055577256,carlosrobertariasortega@hotmail.com,
5971577,David Antonio Puentes,319 478 21 39,davidantoniopuentes@yahoo.com,
1086194664,Juan García,57 321 435 31 30,juangarcía@hotmail.com,
5315757,Wilson Muñoz,+57 307 386 62 50,wilsonmuñoz@hotmail.com,24377897
1065582830,Jhon Díaz,57 322 952 78 50,jhondíaz@yahoo.com,
1077094965,Vicente Steven Torres,+573211224040,vicentesteventorres@hotmail.com,
1211315508,Enrique Jair Herrera,3180190465,enriquejairherrera@hotmail.com,
15443102,Virginia Leidy Duque,514 54 96,virginialeidyduque@hotmail.com,1161517479
7383960,Luis Escobar Meneses,(+57) 324 820 21 07,luisescobarmeneses@gmail.com,7946993
1187448,Alba Guzmán Caicedo,(+57)6083066485,albaguzmáncaicedo@yahoo.com,
1063936081,Laura Rosa Jiménez Pinzón,(+57) 308 689 28 52,laurarosajiménezpinzón@gmail.com,
89139789,Luis Barreto Cano,+573110636709,luisbarretocano@hotmail.com,
9262275,Isabel Corredor,57 325 426 21 28,isabelcorredor@yahoo.com,1179364428
1166805285,Erika Mariana Ayala,3240729367,erikamarianaayala@yahoo.com,
2046721,María López,2335512,maríalópez@yahoo.com,
1071589100,Milena Sandra Pacheco,309 154 29 28,milenasandrapacheco@yahoo.com,
17689007,Sandra Castro,+57 606 547 55 31,sandracastro@gmail.com,
33466410,Gloria Diana Córdoba Medina,57 316 471 28 08,gloriadianacórdobamedina@hotmail.com,6387599
7289729,Enith Córdoba Ríos,605 950 95 16,enithcórdobaríos@hotmail.com,
66067022,Edgar Javier Cruz,57 326 968 47 87,edgarjaviercruz@gmail.com,
1274936892,Juan Soto Rodríguez,573192981823,juansotorodríguez@yahoo.com,
1060125191,Enrique Jesús Martínez Sánchez,573177445171,enriquejesúsmartínezsánchez@yahoo.com,
1221346587,Emilio Camilo Díaz Serna,305 860 84 86,emiliocamilodíazserna@yahoo.com,
1169846893,Flor Torres,+573077538836,flortorres@gmail.com,
86587215,Johana Elizabeth Zapata,606 414 61 56,johanaelizabethzapata@hotmail.com,
1187116400,Albeiro Eduardo Villa,57 327 963 88 62,albeiroeduardovilla@yahoo.com,
